kind,title,htmlTitle,link,displayLink,snippet,htmlSnippet,formattedUrl,htmlFormattedUrl,pagemap.cse_thumbnail,pagemap.metatags,pagemap.cse_image
customsearch#result,News,News,https://mod.gov.vn/en/news/!ut/p/z1/pVPZcqJAFP0a5w173x4xaoxbNHEBXigQghsgAcH49dOSF2ZqYlI1XV3Vffvc0_ecW93AARZwEq_cRV6xSxPvqGPb4W7fnL7IDjIhXIwxnHfoiiklyHOXgfW9hMchAc5P-PCLYcKf8e8kOPevHwInOqb-p9XdPsscEzibNCnCSwGsOA1aMPcMvRr5rgjrIDtugmDb2Bqlfzr-HRtRUfrA1vLEl_IWCLwCBzhuvnGL9BAmwC5xCxETBtNopsqtF9rUG8V99-B2P5Lp5JqLQRpnk144to4s6A3y-QrvYsX63eGLG8nNIdryvPN0Hk0fZ6PTIr2OB3P3PCLhICNOtewNwo3pyNlMXapJtkHr_n7gBp0uebZDbI23lZLH1zSV_W2RH07v8QXuU2slqg4_s_X8Oj9cT2SUjZ5TRbuRPBf7aqnldm8eUBB__EoUI5ArbUMpLiRpAFQwHWuASSZUA0BSKHwDIEOI3oA4eC-BXVVVW_e9HaVlu0xu50nu3m2mu36YuDMvCttvvo8Q8ZVB9GpQ7ClDMkQMShhE2GMEEwFsjhsypOCylsEJk7wBcCUlqwEquWgAmEqIbgAWkNKmVU2orQpNrWvUwp6AjZpZBEJZN0QR0uyUZqG6IGZC_ikRfSqRnBDYZFDIa-0UQVzXeFjo59yC__1-17fLvvng332xU7xcWtfx23TKyn9OuDN_A4DWABg!/p0/IZ7_FANR8B1A00TL20QB4V59973OT1=CZ6_FANR8B1A00TL20QB4V59973OD5=ME1dmyQCGn987682!v963586=1dmyQCGn987185!v986330=1dmyQCGn979815!v925782=1dmyQCGn974062!v941021=1dmyQCGn969885!v964867=1dmyQCGn953069!v996783=1dmyQCGn948853!v979882=1dmyQCGn947583!v958579=1dmyQCGn943008!v959333=1dmyQCGn924801!v927044=1dmyQCGn918792!v905114=1dmyQCGn918019!v936547=mdrv!www.mod.gov.vn=CTX!QCPmodQCPsa-mod-siteQCPsa-qlcddhQCPsa-qlcddh-vbplQCPsa-qlcddh-vbpl-gtvb=ns_Z7_FANR8B1A00TL20QFBB4V59973OT1_WCM_Page.fbb113b9-3b11-42a9-8513-435012a53237!63=_sc_token!v2QCF3A0dNgP9vhaeY4aKmF_k_DynNMzs7HomqMEeLXl5dEHsQFBV2im95FDJR_g8ckgh6sBIuKNGPKpTozLHQFB_uK3eHq3ZwUEHecAZ8PP9xwMqc1WFjH_dBD3OYe2XLhw98lSoo8Fhtskprmx0joXV7wB6u5WQFBzQFBkzp3KqKOo94Dg8utjwUQCF3D=WCM_PI!1==/,mod.gov.vn,"(Bqp.vn) - Ngày 07/7/2024, Bộ Quốc phòng ban hành Thông tư số 36/2024/TT ... Quy định tuyển chọn, tuyển dụng vào đội ngũ cán bộ; đào tạo sĩ quan dự bị ...","(Bqp.vn) - Ngày 07/7/<b>2024</b>, Bộ Quốc phòng ban hành Thông tư số 36/<b>2024</b>/TT ... Quy định tuyển chọn, <b>tuyển dụng</b> vào đội ngũ cán bộ; đào tạo sĩ quan dự bị&nbsp;...",https://mod.gov.vn/.../IZ7_FANR8B1A00TL20QB4V59973OT1=CZ6_FA...,https://mod.gov.vn/.../IZ7_FANR8B1A00TL20QB4V59973OT1=CZ6_FA...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqRBZO45iAKN2iXVFHBulcR6PCAwEmTsS4JjVATfEm7geVmvkkpj7w-l0&s', 'width': '300', 'height': '168'}]","[{'viewport': 'width=device-width, initial-scale=1, maximum-scale=1, minimum-scale=1'}]",[{'src': 'http://mod.gov.vn/wcm/connect/519d210f-a082-40c2-83c9-1b55676fd3ea/VBHN10BQP.jpg?MOD=AJPERES&CACHEID=ROOTWORKSPACE-519d210f-a082-40c2-83c9-1b55676fd3ea-oZ-XtiQ'}]
customsearch#result,Khai giảng các lớp đào tạo cho cán bộ kỹ thuật toàn quân và đào ...,Khai giảng các lớp đào tạo cho cán bộ kỹ thuật toàn quân và đào ...,https://www.mod.gov.vn/vn/chi-tiet/sa-ttsk/sa-tt-qpan/khai-giang-cac-lop-dao-tao-cho-can-bo-ky-thuat-toan-quan-va-dao-tao-tien-si-nam-2024,www.mod.gov.vn,"Jun 18, 2024 ... Năm học 2024 - 2025, Viện KH-CN quân sự được giao tổ chức hai lớp đào tạo chuyên môn khoa học kỹ thuật và ứng dụng công nghệ số phục vụ chuyển ...","Jun 18, 2024 <b>...</b> Năm học <b>2024</b> - 2025, Viện KH-CN quân sự được giao tổ chức hai lớp đào tạo chuyên môn khoa học kỹ thuật và ứng <b>dụng</b> công nghệ số phục vụ chuyển&nbsp;...",https://www.mod.gov.vn/.../khai-giang-cac-lop-dao-tao-cho-can-bo-ky-thu...,https://www.mod.gov.vn/.../khai-giang-cac-lop-dao-tao-cho-can-bo-ky-thu...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQ2wKaAPjIskjn_uOQmO-iKSBWr_kCAUnrbbD34q1ldHv5sFWmXFEAvDcX&s', 'width': '267', 'height': '189'}]","[{'viewport': 'width=device-width, initial-scale=1, maximum-scale=1, minimum-scale=1'}]",[{'src': 'http://www.mod.gov.vn/wcm/connect/7d3da219-1a26-40ed-a5fb-f7c31eb6b2fa/NHANDIEN80A2-300.jpg?MOD=AJPERES&CACHEID=ROOTWORKSPACE-7d3da219-1a26-40ed-a5fb-f7c31eb6b2fa-o.DzRFe'}]
customsearch#result,News,News,https://mod.gov.vn/en/news/!ut/p/z1/pVHbboJAEP0a-4Z7Ya-PKq3RqJWKVfbFgCjFIGgl2Pbru9CkIVixTSeb7E7mnDmzZ4ACS6ASL49CL4vSxIt17iq2euhMnkQXdSB0RhjaXfJMpeTmo0XBogYYjHrQtvoOnVhTBPscqGpZ4PsutB3H6o3nQ92N1fmXAPU3_QtAwYdXogOb-f2h-Tv9BoEb_CFQYZz6X1ZHu-NRdYBap0m2ecvAcp8GLXjyDH0bpyjblMkxXgfBS-Vp5P4hrudGmOW-Hk_VNmDN9ASOLRliEwwFrwN-2OAtD1XTJwsPXW0Sv-qCg8Cs6IGC_ftdIpHgEgM3l5AiRIrCPnjNgXs-n9vah3aY5u08qRA4pYwUBMIFK6dJTqtGvdWiN15NvXDT3vo-QqYvDVPfBsGeNARFpkFMChH2qIlNDlzGKnJMCkELOUYE45UCJgKiooA5JOXgpcwAuKiCIpCz8nuSUFT27Tl69S34710f9nMdy4_RdjbY0UM-od8n_AQ9owKm/p0/IZ7_FANR8B1A00TL20QB4V59973OT1=CZ6_FANR8B1A00TL20QB4V59973OD5=ME1dmyQCGn979815!v925782=1dmyQCGn975564!v947860=1dmyQCGn969885!v964867=1dmyQCGn940762!v994516=1dmyQCGn924801!v927044=1dmyQCGn918792!v905114=mdrv!www.mod.gov.vn=CTX!QCPmodQCPsa-mod-siteQCPsa-qlcddhQCPsa-qlcddh-vbplQCPsa-qlcddh-vbpl-gtvb=ns_Z7_FANR8B1A00TL20QFBB4V59973OT1_WCM_Page.fbb113b9-3b11-42a9-8513-435012a53237!65=WCM_PI!1==/,mod.gov.vn,"(Bqp.vn) - Ngày 29/9/2017, Bộ Quốc phòng ban hành Thông tư số 241/2017/TT-BQP quy định về tuyển chọn, tuyển dụng quân nhân chuyên nghiệp, công nhân và viên chức ...","(Bqp.vn) - Ngày 29/9/2017, Bộ Quốc phòng ban hành Thông tư số 241/2017/TT-BQP quy định về tuyển chọn, <b>tuyển dụng</b> quân nhân chuyên nghiệp, công nhân và viên chức&nbsp;...",https://mod.gov.vn/.../IZ7_FANR8B1A00TL20QB4V59973OT1=CZ6_FA...,https://mod.gov.vn/.../IZ7_FANR8B1A00TL20QB4V59973OT1=CZ6_FA...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVeekMMvIdepWND6cZU99HPHyX5gSth4uuajavl_t_rvuYoWs7m3Y0Ggp7&s', 'width': '300', 'height': '168'}]","[{'viewport': 'width=device-width, initial-scale=1, maximum-scale=1, minimum-scale=1'}]",[{'src': 'http://mod.gov.vn/wcm/connect/2f6cc9fb-fc12-405a-b9af-4dfc18ba4afe/VBHN08BQP.jpg?MOD=AJPERES&CACHEID=ROOTWORKSPACE-2f6cc9fb-fc12-405a-b9af-4dfc18ba4afe-oZ-XLAE'}]
customsearch#result,Đại tướng Phan Văn Giang thăm và làm việc với Binh đoàn 15,Đại tướng Phan Văn Giang thăm và làm việc với Binh đoàn 15,https://mod.gov.vn/!ut/p/z1/tZFRT8IwEMc_DY-Xdht043GoyCAwgyCsL6bd2FZl7ZAK6qe3Q59cYBqkSXO95H-9-_0PUbREVLKdyJgWSrK1ySNKHvv-ZOr1LB-HbtDHwfBm5IxDbOFrFy1-CMJBJbDJqBMQO7A6iP6mHh85Pm6qf0AU0VjqUucoKlTSwlsGJsJW6NUh0Xr7_P2ATclkCydMgH5VMoMyZxJ25maCmVTnrDAprKsgVjHslAAuZA6JMqKKBtEyFgmKYuLGJO2m4KR2Cm3OU-imLAHObd71vNgj2KqZU5uenmYfIpqtFf_ag3jabKhvYJXUqzeNlpenXVS8pwg6NUF9_02QkTHJPdpiRtDCDLdHc6leCuPE_R93MGjq4LTP7NAA4P7v9_ju4LDjj2eBhUNiXXR651z7y2I-LzznHSgn08FHbwK3V9zbz9LiEPxP7RTXrw!!/dz/d5/L2dBISEvZ0FBIS9nQSEh/,mod.gov.vn,"3 days ago ... ... 2024, tạo công ăn việc làm, thu nhập, nâng cao đời sống người lao ... Binh đoàn 15 cũng tích cực vận động, thu hút tuyển dụng hơn 2.400 ...","3 days ago <b>...</b> ... <b>2024</b>, tạo công ăn việc làm, thu nhập, nâng cao đời sống người lao ... Binh đoàn 15 cũng tích cực vận động, thu hút <b>tuyển dụng</b> hơn 2.400&nbsp;...",https://mod.gov.vn/!ut/p/z1/.../L2dBISEvZ0FBIS9nQSEh/,https://mod.gov.vn/!ut/p/z1/.../L2dBISEvZ0FBIS9nQSEh/,,,
customsearch#result,Văn phòng Bộ Quốc phòng khai mạc tập huấn về Hệ thống quản lý ...,Văn phòng Bộ Quốc phòng khai mạc tập huấn về Hệ thống quản lý ...,https://mod.gov.vn/vn/chi-tiet/sa-ttsk/sa-tt-qpan/van-phong-bo-quoc-phong-khai-mac-tap-huan-ve-he-thong-quan-ly-chat-luong-theo-tieu-chuan-quoc-gia-tcvn-iso-9001-2015-2024,mod.gov.vn,"May 27, 2024 ... ... dụng và đánh giá nội bộ Hệ thống quản lý chất lượng theo Tiêu chuẩn quốc gia TCVN ISO 9001:2015 năm 2024. Đại tá Nguyễn Đức Hải, Phó Chánh ...","May 27, 2024 <b>...</b> ... <b>dụng</b> và đánh giá nội bộ Hệ thống quản lý chất lượng theo Tiêu chuẩn quốc gia TCVN ISO 9001:2015 năm <b>2024</b>. Đại tá Nguyễn Đức Hải, Phó Chánh&nbsp;...",https://mod.gov.vn/.../van-phong-bo-quoc-phong-khai-mac-tap-huan-ve-h...,https://mod.gov.vn/.../van-phong-bo-quoc-phong-khai-mac-tap-huan-ve-h...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDLNoKKQdpYbJdbH11HcD2sO_8pRgLFanD-7sqnzoX83kQaDnqftzsLyyg&s', 'width': '271', 'height': '186'}]","[{'viewport': 'width=device-width, initial-scale=1, maximum-scale=1, minimum-scale=1'}]",[{'src': 'http://bqp.vn/wcm/connect/dfb30808-90b7-43fc-bf59-594862ef1a34/1/image001.jpg?MOD=AJPERES'}]
customsearch#result,Ministry of National Defence - Socialist Republic of VietNam,Ministry of National Defence - Socialist Republic of VietNam,https://mod.gov.vn/!ut/p/z0/LYtPb8IwDEc_DcefEkACrp02pIIAaSfIBbl_lJiC01Kn2sdf2DjZz37POHM2TmhiT8pR6J754lbXbXH83nzMC3tal1tb7r72y8PJzu3n2uyM8_dY_at8GwZXGFdH0fZHzfkRm5kdCXliZG3_QHXs3guGnmRmQ2SID4wxomsVufdQqjHlU4JyK6gi6kToQ4IkTISKJaChbHrOvT5f0ZBI0GRcQcPr11D26YGFXSxN37nLL8TqlRw!/,mod.gov.vn,"Jun 28, 2023 ... Một số học viện trong Quân đội duy trì chỉ tiêu tuyển sinh nữ ở các ngành, lĩnh vực phù hợp với nhu cầu sử dụng của Quân đội. ... 2024 (06/14/2024) ...","Jun 28, 2023 <b>...</b> Một số học viện trong Quân đội duy trì chỉ tiêu <b>tuyển</b> sinh nữ ở các ngành, lĩnh vực phù hợp với nhu cầu sử <b>dụng</b> của Quân đội. ... <b>2024</b> (06/14/<b>2024</b>)&nbsp;...",https://mod.gov.vn/.../LYtPb8IwDEc_DcefEkACrp02pIIAaSfIBbl_lJiC01K...,https://mod.gov.vn/.../LYtPb8IwDEc_DcefEkACrp02pIIAaSfIBbl_lJiC01K...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjZtovEhOYhAAqYtzPlCffjlFAiG_0jrfEMFo8zMN00OTKK_JV3b1cqA_W&s', 'width': '267', 'height': '189'}]",,[{'src': 'https://www.admm.vn/wcm/connect/59f4928c-9de1-4dbf-b7cb-d21c7ab15967/1/image001.jpg?MOD=AJPERES'}]
customsearch#result,Đại tướng Phan Văn Giang chủ trì Hội nghị Thủ trưởng Bộ Quốc ...,Đại tướng Phan Văn Giang chủ trì Hội nghị Thủ trưởng Bộ Quốc ...,https://mod.gov.vn/bo-truong/chi-tiet?current=true&urile=wcm:path:/mod/sa-mod-site/minister-site/hoat-dong/dai-tuong-phan-van-giang-chu-tri-hoi-nghi-thu-truong-bo-quoc-phong-thang-5-nam-2024,mod.gov.vn,"May 28, 2024 ... Các đội thể thao thành tích cao và đoàn tuyển thủ bắn súng quân dụng Quân đội luyện tập, thi đấu đạt kết quả tốt. ... tuyển sinh quân sự năm 2024.","May 28, 2024 <b>...</b> Các đội thể thao thành tích cao và đoàn <b>tuyển</b> thủ bắn súng quân <b>dụng</b> Quân đội luyện tập, thi đấu đạt kết quả tốt. ... <b>tuyển</b> sinh quân sự năm <b>2024</b>.",https://mod.gov.vn/bo-truong/chi-tiet?.../sa...2024,https://mod.gov.vn/bo-truong/chi-tiet?.../sa...<b>2024</b>,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAwd6BokVpIohpmNUI8ttfU8ERg8QiPCxtQ3hLwMFF-CFksJ1DNoQNbJYH&s', 'width': '271', 'height': '186'}]","[{'viewport': 'width=device-width, initial-scale=1, maximum-scale=1, minimum-scale=1'}]",[{'src': 'http://mod.gov.vn/wcm/connect/981e9df7-0474-4006-bb17-663424378fbe/5/image009.jpg?MOD=AJPERES'}]
customsearch#result,Thượng tướng Nguyễn Tân Cương chủ trì giao ban Bộ Tổng Tham ...,Thượng tướng Nguyễn Tân Cương chủ trì giao ban Bộ Tổng Tham ...,https://mod.gov.vn/vn/chi-tiet/sa-ttsk/sa-tt-qpan/thuong-tuong-nguyen-tan-cuong-chu-tri-giao-ban-bo-tong-tham-muu-thang-4-nam-2024,mod.gov.vn,"Apr 25, 2024 ... ... dụng toàn quân và dân quân tự vệ năm 2024, Giải bóng ... Mức điểm nhận hồ sơ xét tuyển đại học, cao đẳng các trường Quân đội năm 2024 ...","Apr 25, 2024 <b>...</b> ... <b>dụng</b> toàn quân và dân quân tự vệ năm <b>2024</b>, Giải bóng ... Mức điểm nhận hồ sơ xét <b>tuyển</b> đại học, cao đẳng các trường Quân đội năm <b>2024</b>&nbsp;...",https://mod.gov.vn/.../thuong-tuong-nguyen-tan-cuong-chu-tri-giao-ban-b...,https://mod.gov.vn/.../thuong-tuong-nguyen-tan-cuong-chu-tri-giao-ban-b...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYMgM6PjilW2SkpsIsd4SPNG9l1cmk8O_7mFQX7_5KY9vJOOYewuU-5tA&s', 'width': '275', 'height': '183'}]","[{'viewport': 'width=device-width, initial-scale=1, maximum-scale=1, minimum-scale=1'}]",[{'src': 'http://mod.gov.vn/wcm/connect/34fc722d-79cd-4a4f-aec3-d2a170c2b6ec/2/image003.jpg?MOD=AJPERES'}]
customsearch#result,Tổng cục Tình báo quốc phòng,Tổng cục Tình báo quốc phòng,https://mod.gov.vn/home/intro/bt/detail?current=true&urile=wcm:path:/mod/sa-mod-site/sa-qpvn/sa-qpvn-bqp-root/sa-qpvn-bqp-child-ctcctt/tong-cuc-tinh-bao-quoc-phong,mod.gov.vn,"Thứ Hai, 1/7/2024. Trang chủ · Quốc phòng Việt Nam · Bộ Quốc phòng · Tổng cục, Cục trực thuộc. Tổng cục Tình báo quốc phòng. (Bqp.vn) - Tổng cục Tình báo quốc ...","Thứ Hai, 1/7/<b>2024</b>. Trang chủ &middot; Quốc phòng Việt Nam &middot; Bộ Quốc phòng &middot; Tổng cục, Cục trực thuộc. Tổng cục Tình báo quốc phòng. (Bqp.vn) - Tổng cục Tình báo quốc&nbsp;...",https://mod.gov.vn/home/intro/bt/detail?current=true...,https://mod.gov.vn/home/intro/bt/detail?current=true...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPqVASAiBUhO2CR7hCLy87KZErVLP5G7kd1aMJhgb2v9k1SYcX3jZo-xk&s', 'width': '267', 'height': '189'}]","[{'viewport': 'width=device-width, initial-scale=1, maximum-scale=1, minimum-scale=1'}]",[{'src': 'http://mod.gov.vn/wcm/connect/7d3da219-1a26-40ed-a5fb-f7c31eb6b2fa/NHANDIEN80A2-300.jpg?MOD=AJPERES&CACHEID=ROOTWORKSPACE-7d3da219-1a26-40ed-a5fb-f7c31eb6b2fa-o.DzRFe'}]
customsearch#result,"Mức điểm nhận hồ sơ xét tuyển đại học, cao đẳng Quân sự năm 2023","Mức điểm nhận hồ sơ xét <b>tuyển</b> đại học, cao đẳng Quân sự năm 2023",https://mod.gov.vn/vn/chi-tiet/sa-ttsk/sa-tt-qpan/muc-diem-nhan-ho-so-xet-tuyen-dai-hoc-cao-dang-quan-su-nam-2023,mod.gov.vn,"Jul 24, 2023 ... ... tuyển sinh hoặc trên Cổng dịch vụ công quốc gia. - Thí sinh sử dụng tài khoản đã được cấp để xử lý thông tin (nhập, sửa, xem thông tin của ...","Jul 24, 2023 <b>...</b> ... <b>tuyển</b> sinh hoặc trên Cổng dịch vụ công quốc gia. - Thí sinh sử <b>dụng</b> tài khoản đã được cấp để xử lý thông tin (nhập, sửa, xem thông tin của&nbsp;...",https://mod.gov.vn/.../muc-diem-nhan-ho-so-xet-tuyen-dai-hoc-cao-dang-q...,https://mod.gov.vn/.../muc-diem-nhan-ho-so-xet-tuyen-dai-hoc-cao-dang-q...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvq5_ZRVYB7qMr6s-RsRhoJlByKPqHebFHZL6qJ7LhDNSd8lhVFHTGl-4&s', 'width': '238', 'height': '212'}]","[{'viewport': 'width=device-width, initial-scale=1, maximum-scale=1, minimum-scale=1'}]",[{'src': 'http://mod.gov.vn/wcm/connect/741ba9f5-7e37-4323-9236-c69a3ee602f3/1/DhCdQS2023.jpg?MOD=AJPERES'}]
customsearch#result,Công ty TNHH một thành viên Hoá chất 21,Công ty TNHH một thành viên Hoá chất 21,https://mod.gov.vn/home/intro/detail?current=true&urile=wcm:path:/mod/sa-mod-site/sa-ttk/sa-ttdv-ktqp/sa-ttk-ktqp1-dnqd/b635fbda-b399-424c-b491-d9d1db87fc82,mod.gov.vn,"- Sản xuất dao kéo, dụng cụ kim loại và đồ kim loại thông dụng;. - Sản xuất ... Mức điểm nhận hồ sơ xét tuyển đại học, cao đẳng các trường Quân đội năm 2024 ...","- Sản xuất dao kéo, <b>dụng</b> cụ kim loại và đồ kim loại thông <b>dụng</b>;. - Sản xuất ... Mức điểm nhận hồ sơ xét <b>tuyển</b> đại học, cao đẳng các trường Quân đội năm <b>2024</b>&nbsp;...",https://mod.gov.vn/home/intro/detail?current=true.../sa...,https://mod.gov.vn/home/intro/detail?current=true.../sa...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkxzaXjyHg8T3ICLD1YRco8iYsMP3hg2Ytd4EuAlpS_y53dLBwd3HBBgHf&s', 'width': '285', 'height': '177'}]","[{'viewport': 'width=device-width, initial-scale=1, maximum-scale=1, minimum-scale=1'}]",[{'src': 'http://mod.gov.vn/wcm/connect/906f50e0-ad2a-4ad8-afe5-6d2b5101fd58/2/tru-so.jpg?MOD=AJPERES'}]
customsearch#result,Bộ Tổng Tham mưu giao ban tháng 5 năm 2024,Bộ Tổng Tham mưu giao ban tháng 5 năm <b>2024</b>,https://mod.gov.vn/vn/chi-tiet/sa-ttsk/sa-tt-qpan/bo-tong-tham-muu-giao-ban-thang-5-nam-2024,mod.gov.vn,"Jun 3, 2024 ... Các đội thể thao thành tích cao và đoàn tuyển thủ bắn súng quân dụng Quân đội luyện tập, thi đấu đạt kết quả tốt. Thượng tướng Nguyễn Tân ...","Jun 3, 2024 <b>...</b> Các đội thể thao thành tích cao và đoàn <b>tuyển</b> thủ bắn súng quân <b>dụng</b> Quân đội luyện tập, thi đấu đạt kết quả tốt. Thượng tướng Nguyễn Tân&nbsp;...",https://mod.gov.vn/vn/.../bo-tong-tham-muu-giao-ban-thang-5-nam-2024,https://mod.gov.vn/vn/.../bo-tong-tham-muu-giao-ban-thang-5-nam-<b>2024</b>,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQESlOCKJpQz81l2JBanzwGTdXic8CptsyKQcmGpnEfrtcXn33IypFwcI3Q&s', 'width': '274', 'height': '184'}]","[{'viewport': 'width=device-width, initial-scale=1, maximum-scale=1, minimum-scale=1'}]",[{'src': 'http://mod.gov.vn/wcm/connect/328a98fd-7cda-41ec-9d2d-2ea330680769/2/image003.jpg?MOD=AJPERES'}]
customsearch#result,Bộ Quốc phòng trả lời cử tri tỉnh Hải Dương về chế độ hưu đặc thù ...,Bộ Quốc phòng trả lời cử tri tỉnh Hải Dương về chế độ hưu đặc thù ...,https://mod.gov.vn/en/detail?current=true&urile=wcm:path:/mod/sa-mod-site/sa-ttsk/sa-tt-qpan/bo-quoc-phong-tra-loi-cu-tri-tinh-hai-duong-ve-che-do-huu-dac-thu-voi-si-quan-quan-doi,mod.gov.vn,... dụng thì được thôi phục vụ tại ngũ theo một trong 04 hình thức: Nghỉ hưu ... tuyển sớm vào các trường Quân đội năm 2024 · Hội nghị Quân ủy Trung ương lần ...,... <b>dụng</b> thì được thôi phục vụ tại ngũ theo một trong 04 hình thức: Nghỉ hưu ... <b>tuyển</b> sớm vào các trường Quân đội năm <b>2024</b> &middot; Hội nghị Quân ủy Trung ương lần&nbsp;...,https://mod.gov.vn/en/detail?current=true.../sa...,https://mod.gov.vn/en/detail?current=true.../sa...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmW1IITCGe5-xk5oaNKkCkQSjSP2Xtkz1d-BrIEm4LzrAGSSjfhJ0svzhc&s', 'width': '285', 'height': '172'}]","[{'viewport': 'width=device-width, initial-scale=1, maximum-scale=1, minimum-scale=1'}]",[{'src': 'http://mod.gov.vn/wcm/connect/d0746051-566d-47c1-8d44-cdcf0b6d21ee/admm.jpg?MOD=AJPERES&CACHEID=ROOTWORKSPACE-d0746051-566d-47c1-8d44-cdcf0b6d21ee-nS4fTg6'}]
customsearch#result,Bộ Quốc phòng trả lời cử tri tỉnh Tây Ninh kiến nghị có giải pháp ...,Bộ Quốc phòng trả lời cử tri tỉnh Tây Ninh kiến nghị có giải pháp ...,https://mod.gov.vn/en/intro/detailnews?current=true&urile=wcm:path:/mod/sa-mod-site/sa-ttsk/sa-tt-qpan/bo-quoc-phong-tra-loi-cu-tri-tinh-tay-ninh-kien-nghi-co-giai-phap-chong-loi-dung-xam-hinh-de-tron-nghia-vu-quan-su,mod.gov.vn,"... 2024, với nội dung: “Thông tư liên tịch số 50/2016/TTLT-BQP-BCA ngày 15/4/2016 của Bộ Quốc phòng và Bộ Công an quy định tiêu chuẩn chính trị tuyển chọn công ...","... <b>2024</b>, với nội dung: “Thông tư liên tịch số 50/2016/TTLT-BQP-BCA ngày 15/4/2016 của Bộ Quốc phòng và Bộ Công an quy định tiêu chuẩn chính trị <b>tuyển</b> chọn công&nbsp;...",https://mod.gov.vn/en/intro/detailnews?...,https://mod.gov.vn/en/intro/detailnews?...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsEiJYDkyVm5xdO_R7MR4n9pOXYeO2dzylRHnRgOV1amg_9zizy_T6TtXd&s', 'width': '285', 'height': '172'}]","[{'viewport': 'width=device-width, initial-scale=1, maximum-scale=1, minimum-scale=1'}]",[{'src': 'http://mod.gov.vn/wcm/connect/b6acc62b-2aab-45b8-8834-e3e7d0922d3b/bnqc-8.jpg?MOD=AJPERES&CACHEID=ROOTWORKSPACE-b6acc62b-2aab-45b8-8834-e3e7d0922d3b-nS4gacF'}]
customsearch#result,Bộ Quốc phòng triển khai nhiệm vụ về chuyển đổi số và thực hiện ...,Bộ Quốc phòng triển khai nhiệm vụ về chuyển đổi số và thực hiện ...,https://mod.gov.vn/vn/chi-tiet/sa-ttsk/sa-tt-qpan/bo-quoc-phong-trien-khai-nhiem-vu-ve-chuyen-doi-so-va-thuc-hien-de-an-06-nam-2024,mod.gov.vn,"Mar 6, 2024 ... ... dụng dữ liệu về dân cư, định danh và xác thực điện tử phục vụ ... tuyển sinh quân sự 2024. Bộ Tư lệnh Bộ đội Biên phòng phối hợp với ...","Mar 6, 2024 <b>...</b> ... <b>dụng</b> dữ liệu về dân cư, định danh và xác thực điện tử phục vụ ... <b>tuyển</b> sinh quân sự <b>2024</b>. Bộ Tư lệnh Bộ đội Biên phòng phối hợp với&nbsp;...",https://mod.gov.vn/.../bo-quoc-phong-trien-khai-nhiem-vu-ve-chuyen-doi-...,https://mod.gov.vn/.../bo-quoc-phong-trien-khai-nhiem-vu-ve-chuyen-doi-...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9J_1BcoihHJ5QUyNT-xkucOBWqAOMt3QZf9xadBlULX0Fr13he4n4_Lh6&s', 'width': '270', 'height': '187'}]","[{'viewport': 'width=device-width, initial-scale=1, maximum-scale=1, minimum-scale=1'}]",[{'src': 'http://mod.gov.vn/wcm/connect/e3d1de1f-fa7e-4fb3-8592-017ac7e7e941/4/image007.jpg?MOD=AJPERES'}]
